field,observed_value,suggested_value,score,status,form_type,polling_station_no,choice_no,source_pdf,source_page
choice_name,ทอ VOO sneMLg neMLe WUOUISUEIMCRBLSRNNNLWUOUISUEMNENLC ซ (WUEICALMC) MUENLRUWUCUISUENELCด,วาสนา อยู่ภักดี,0.0417,no_confident_match,5_18,146.0,159,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอซับใหญ่/ท่ากูบ-001-แบ่งเขต.PDF,9
party_name,G,กรีน,0.0,no_confident_match,5_18,147.0,20,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอซับใหญ่/ท่ากูบ-001-แบ่งเขต.PDF,12
party_name,ด,ไทยภักดี,0.2222,no_confident_match,5_18,149.0,20,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอซับใหญ่/ท่ากูบ-001-แบ่งเขต.PDF,16
choice_name,pccd R r ELNAU/SERI/ENLG ซ FD,กวัสย์ หงษ์ไทย,0.0,no_confident_match,5_18,150.0,7,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอซับใหญ่/ท่ากูบ-001-แบ่งเขต.PDF,17
party_name,n my jiet,กรีน,0.0,no_confident_match,5_18,150.0,7,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอซับใหญ่/ท่ากูบ-001-แบ่งเขต.PDF,17
choice_name,"roru A ""LAUUITER/ENLW",กวัสย์ หงษ์ไทย,0.0,no_confident_match,5_18,151.0,50,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอซับใหญ่/ท่ากูบ-001-แบ่งเขต.PDF,19
party_name,aV,กรีน,0.0,no_confident_match,5_18,151.0,50,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอซับใหญ่/ท่ากูบ-001-แบ่งเขต.PDF,19
choice_name,นายประเสริฐศักดิ์ ขำหินตั้ง นายประเสริฐศักดิ์ ขำหินตั้ง ะ,นายประเสริฐศักดิ์ จำหนัก,0.5789,no_confident_match,5_18,158.0,9,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ชีบน-แบ่งเขต_บัญชีรายชื่อ.pdf,9
party_name,ไทยก้าวใหม่ ไทยก้าวใหม่,ไทยก้าวใหม่,0.6667,no_confident_match,5_18,158.0,9,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ชีบน-แบ่งเขต_บัญชีรายชื่อ.pdf,9
choice_name,นายประเสริฐศักดิ์ ขำหินตั้ง นางสาววาสนา อยู่ภักดี ซ a,นายประเสริฐศักดิ์ จำหนัก,0.6197,no_confident_match,5_18,162.0,9,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ชีบน-แบ่งเขต_บัญชีรายชื่อ.pdf,17
party_name,ไทยก้าวใหม่ ไทยก้าวใหม่ ประชาชน ประชาชน,ไทยก้าวใหม่,0.4681,no_confident_match,5_18,162.0,9,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ชีบน-แบ่งเขต_บัญชีรายชื่อ.pdf,17
choice_name,นายถวัลย์ หงษ์ไทย ดรู,นายกวัสย์ หงษ์ไทย,0.8,no_confident_match,5_18,188.0,60,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ตลาดแร้ง-แบ่งเขต.PDF,44
choice_name,นางสาววาสนา อยู่ภักดี นายเชิงชาย ชาลีรินทร์ นางสาววาสนา อยู่ภักดี นายเซชิงชาย ชาลีรินทร์,นางสาววาสนา อยู่ภักดี,0.396,no_confident_match,5_18,199.0,16,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ตลาดแร้ง-แบ่งเขต_บัญชีรายชื่อ.pdf,16
party_name,ประชาชน ประชาชน เพื่อไทย เพื่อไทย,ประชากรไทย,0.45,no_confident_match,5_18,199.0,16,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ตลาดแร้ง-แบ่งเขต_บัญชีรายชื่อ.pdf,16
choice_name,นางสาววาสนา อยู่ภักดี นายเชิงชาย ชาลีรินทร์ นางสาววาสนา อยู่ภักดี นายเชิงชาย ซาลีรินทร์,นางสาววาสนา อยู่ภักดี,0.4,no_confident_match,5_18,200.0,62,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ตลาดแร้ง-แบ่งเขต_บัญชีรายชื่อ.pdf,18
party_name,ประชาชน ประชาชน เพื่อไทย เพื่อไทย,ประชากรไทย,0.45,no_confident_match,5_18,200.0,62,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ตลาดแร้ง-แบ่งเขต_บัญชีรายชื่อ.pdf,18
choice_name,นายประเสริฐศักดิ์ ขำหินตั้ง น,นายประเสริฐศักดิ์ จำหนัก,0.84,no_confident_match,5_18,207.0,9,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ตลาดแร้ง-แบ่งเขต_บัญชีรายชื่อ.pdf,32
choice_name,นายประเสริฐศักดิ์ ขำหินตั้ง,นายประเสริฐศักดิ์ จำหนัก,0.8571,no_confident_match,5_18,210.0,9,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ตลาดแร้ง-แบ่งเขต_บัญชีรายชื่อ.pdf,38
choice_name,นายประเสริฐศักดิ์ ขำหินตั้ง น,นายประเสริฐศักดิ์ จำหนัก,0.84,no_confident_match,5_18,212.0,9,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ตลาดแร้ง-แบ่งเขต_บัญชีรายชื่อ.pdf,42
choice_name,นายเชิงชาย ชาลีรินทร์ นายณรงค์ แขนอก,นายเชิงชาย ชาลีรินทร์,0.7547,no_confident_match,5_18,214.0,63,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ตลาดแร้ง-แบ่งเขต_บัญชีรายชื่อ.pdf,46
party_name,ประชาธิปัตย์ เพื่อไทย,ประชาธิปัตย์,0.75,no_confident_match,5_18,214.0,63,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ตลาดแร้ง-แบ่งเขต_บัญชีรายชื่อ.pdf,46
choice_name,นางสาววาสนา อยู่ภักดี นายเชิงชาย ชาลีรินทร์,นางสาววาสนา อยู่ภักดี,0.6667,no_confident_match,5_18,215.0,16,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ทุ่งทอง-แบ่งเขต_บัญชีรายชื่อ.pdf,1
party_name,ประชาชน เพื่อไทย,ประชาไทย,0.6957,no_confident_match,5_18,215.0,16,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ทุ่งทอง-แบ่งเขต_บัญชีรายชื่อ.pdf,1
choice_name,นายประเสริฐศักดิ์ ขำหนตั้,นายประเสริฐศักดิ์ จำหนัก,0.8936,suggested,5_18,218.0,9,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ทุ่งทอง-แบ่งเขต_บัญชีรายชื่อ.pdf,7
choice_name,นายเซชิงชาย ชาลีรินทร์ นายเชิงชาย ชาลีรินทร์ นายณรงค์ แขนอก นายณรงค์ แขนอก น,นายเชิงชาย ชาลีรินทร์,0.4545,no_confident_match,5_18,219.0,63,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ทุ่งทอง-แบ่งเขต_บัญชีรายชื่อ.pdf,9
party_name,ประชาธิปัตย์ ประชาธิปัตย์ เพื่อไทย เพื่อไทย,ประชาธิปัตย์,0.4615,no_confident_match,5_18,219.0,63,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ทุ่งทอง-แบ่งเขต_บัญชีรายชื่อ.pdf,9
choice_name,นายประเสริฐศักดิ์ ขำหินตั้ง,นายประเสริฐศักดิ์ จำหนัก,0.8571,no_confident_match,5_18,221.0,9,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ทุ่งทอง-แบ่งเขต_บัญชีรายชื่อ.pdf,13
choice_name,นางสาววาสนา อยู่ภักดี นางสาววาสนา อยู่ภักดี นายเชิงชาย ชาลีรินทร์ นายเซิงชาย ชาลีรินทร์,นางสาววาสนา อยู่ภักดี,0.4,no_confident_match,5_18,223.0,62,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.บ้านเขว้า-แบ่งเขต_บัญชีรายชื่อ.pdf,1
party_name,ประชาชน ประชาชน เพื่อไทย เพื่อไทย,ประชากรไทย,0.45,no_confident_match,5_18,223.0,62,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.บ้านเขว้า-แบ่งเขต_บัญชีรายชื่อ.pdf,1
choice_name,นายเชิงชาย ชาลีรินทร์ นายณรงค์ แขนอก,นายเชิงชาย ชาลีรินทร์,0.7547,no_confident_match,5_18,223.0,63,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.บ้านเขว้า-แบ่งเขต_บัญชีรายชื่อ.pdf,1
party_name,ประชาธิปัตย์ เพื่อไทย,ประชาธิปัตย์,0.75,no_confident_match,5_18,223.0,63,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.บ้านเขว้า-แบ่งเขต_บัญชีรายชื่อ.pdf,1
choice_name,นายประเสริฐศักดิ์ ขำหินตัง นายประเสริฐศักดิ์ ขำหินตั้ง,นายประเสริฐศักดิ์ จำหนัก,0.5946,no_confident_match,5_18,225.0,9,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.บ้านเขว้า-แบ่งเขต_บัญชีรายชื่อ.pdf,5
party_name,ไทยก้าวใหม่ ไทยก้าวใหม่,ไทยก้าวใหม่,0.6667,no_confident_match,5_18,225.0,9,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.บ้านเขว้า-แบ่งเขต_บัญชีรายชื่อ.pdf,5
choice_name,นายประเสริฐศักดิ์ ขำหินตั้ง นางสาววาสนา อยู่ภักดี,นายประเสริฐศักดิ์ จำหนัก,0.6377,no_confident_match,5_18,226.0,9,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.บ้านเขว้า-แบ่งเขต_บัญชีรายชื่อ.pdf,7
party_name,ไทยก้าวใหม่ ประชาชน,ไทยก้าวใหม่,0.7586,no_confident_match,5_18,226.0,9,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.บ้านเขว้า-แบ่งเขต_บัญชีรายชื่อ.pdf,7
choice_name,นายประเสริฐศักดิ์ ขำหินตั้ง,นายประเสริฐศักดิ์ จำหนัก,0.8571,no_confident_match,5_18,228.0,9,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.บ้านเขว้า-แบ่งเขต_บัญชีรายชื่อ.pdf,11
party_name,ไทยก้าวใหม่ ไทยก้าวใหม่ V,ไทยก้าวใหม่,0.6471,no_confident_match,5_18,228.0,9,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.บ้านเขว้า-แบ่งเขต_บัญชีรายชื่อ.pdf,11
choice_name,นายเชิงชาย ชาลีรินทร์ นายเชิงชาย ชาลีรินทร์ นางสาววาสนา อยูภักดี,นายเชิงชาย ชาลีรินทร์,0.5063,no_confident_match,5_18,236.0,167,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.บ้านเขว้า-แบ่งเขต_บัญชีรายชื่อ.pdf,32
